StartDate,EndDate,Duration (in seconds),ResponseId,LocationLatitude,LocationLongitude,Q0,q1_dislike_groupdiscussion,q2_comfort_groupdiscussion,q3_nervous_groupdiscussion,q4_like_groupdiscussion,q5_tense_newppl_groupdiscussion,q6_relaxed_groupdiscussion,q13_nervous_newppl_convo,q14_nofear_speaking_convo,q15_nervous_convo,q16_relaxed_convo,q17_relaxed_newppl_convo,q18_afraid_convo,q26_public_transit_3months,q27_public_transit_dayuse,q28_rideshare_3months,q29_rideshare_dayuse,q20_license,q21_car_access,q_advice_text,q_transport_pref_text,Submission id,Started at,Completed at,Time taken,dem_age,Total approvals,dem_sex,dem_country,dem_student,dem_employment,group_apprehension,solo_apprehension,biggest_fear,public_transit_count,rideshare_count,highest_transport
2025,2025,113,680ddd639e2de79d413c8fec18590f7133207203c5a1e520179264fe10918219,32.8088,-79.606,8b18183122f0ff05f1e8d91d221d64f2c42a93cbe76493b2b687865c2bd75615,1,1,2,1,4,4,4,1,2,2,1,1,1,1.5,1,1.5,NA,NA,NA,NA,314f713f08d6610f91c7fa17b5dd8a49a28f17d30d1b24da490729d3e94225d2,2025,2025,131,42,100-199,Female,United States,No,Full-Time,1.8,1.8333333333333333,solo_apprehension,1.5,1.5,NA
2025,2025,84,a541da8db874e6c01595edfb1801c911c88e55ee781afac22b09274a3e5f4985,35.0859,-88.3867,137ea28d8a52bd0c74770beb8bbc58d714e271ac863185ae0fb5848cbdd8d4b7,4,2,4,2,4,2,4,4,4,4,4,4,8,1.5,3,1.5,NA,NA,NA,NA,e30b1a0ded626eeaa5b9c0c2ec0a1ca6a91d0d1623c59ec718ded9550406a2ee,2025,2025,115,36,700+,Female,United States,Yes,Other,2.8,4,solo_apprehension,12,4.5,public_transit
2025,2025,63,42451b5437997bc7acc28de63feadf7175126848cfcf1be519a679946a08c0cb,42.0725,-97.1292,e0c7f7fdb941d16c191a2c26f534fa43364445ac13d977c415289f443db4a1d8,2,4,4,5,4,4,3,3,2,3,3,2,0,1.5,0,1.5,NA,NA,NA,NA,37af8a4e68a5f8d143b01587b84e723bab8b063de8dd2d9a528dac0896591442,2025,2025,88,53,700+,Male,United States,No,Full-Time,3.8,2.6666666666666665,group_apprehension,0,0,NA
2025,2025,87,0fde7e56e5d279afd27a55d34f8d2b77cad0dd60d8794da1cdb00d642a275b1d,34.536500000000004,-116.728,76d05dd5ad4b4e56b6bcf3332a5176a5e7d9447a037db50a9ae6cbeb2925abdb,1,2,2,2,3,2,3,4,2,1,2,1,8,3.5,8,1.5,NA,NA,NA,NA,2feea1c8c3977b21264fcd1266b378607da66090c73b7f3c1283de3c76f9b0f7,2025,2025,127,34,700+,Male,United States,No,Full-Time,1.8,2.1666666666666665,solo_apprehension,28,12,public_transit
2025,2025,57,4fa4485dff84ca9ddfe7202bc46b76ed857f22bcd8c7bec75c3969457c2380bf,33.9156,-83.4325,d1085bc24a7fe88b0d48a1501dbcd444ede1c0f1f134a5a05898a6bc84d7cf18,4,4,5,4,5,4,5,5,5,4,4,4,0,NA,1,1.5,NA,NA,NA,NA,00b8bc896af1cd527766190ea49b604ec91b1d6a6904e32987770553fac6bcf0,2025,2025,96,37,700+,Female,United States,No,Other,4.2,4.5,solo_apprehension,NA,1.5,NA
2025,2025,66,c91a467a97ed603c46c2aca1b959e49a8292b33680780f896aa4e635bb4baa52,47.4291,-92.5238,ca7c0b1f54ed53340b4a2e3adc2e5cb5284bd9541ec49cfd4ed9c42418fdc077,1,1,5,1,4,2,3,2,3,2,1,2,6,1.5,6,1.5,NA,NA,NA,NA,1760b3d50f930fb7aa7392a4a412ee778b6b1c465b149fcc10a246cc79436088,2025,2025,87,26,0-99,Female,United States,No,Full-Time,2,2.1666666666666665,solo_apprehension,9,9,NA
2025,2025,78,599876620b911ec5ba7f8960bfbf485aaef6e0b281060e2a9e4236f165390efa,44.47,-92.6027,4d2636ad20c055a0424fc4b05384b67c0fddd7345505b86e42f37e936deadea9,2,1,1,2,1,1,1,1,1,1,2,1,1,1.5,1,1.5,NA,NA,NA,NA,5e7aee2c97607a063ab1d6c3c1e22ee69348390ccca46b4e3ad91376cc70a752,2025,2025,90,65,700+,Male,United States,No,Full-Time,1.4,1.1666666666666667,group_apprehension,1.5,1.5,NA
2025,2025,80,f9eccfc96e1737935118ade894edce866957400fa2e3da4dae38eaced08dff4d,33.833200000000005,-111.9048,8ec2aa78954708560b4a0131051b6fa636a8043865e3ef2fe094bd5c09f71042,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,6,3.5,NA,NA,NA,NA,1c7c61a063ef47590d03a222284ef46dcf11fe190cf39276bd65fc5dca785f0d,2025,2025,129,42,100-199,Male,United States,No,Full-Time,1,1,NA,4.5,21,rideshare
2025,2025,68,66a2ee6c4d2f7cb02f5901319dacabfc1977e1639dce60cbe79dc37e2ce35b3d,34.7196,-81.5487,b6954799ca47bc836ac02ab86e4710c3b0e096d7ace449b81aaa1d5845431821,3,3,3,3,3,2,3,3,3,3,3,2,0,1.5,1,1.5,NA,NA,NA,NA,91d238c88316a444585278049cc9bdedb871414ebdb0dd9b967e3908efc5497a,2025,2025,110,41,700+,Male,United States,No,Other,2.8,2.8333333333333335,solo_apprehension,0,1.5,rideshare
2025,2025,115,b8565f331e655a129b9214b9c516717b6e71468a234eb40e833f8cec9ae1d46d,38.8969,-77.6803,0f875094985719584b30014d70892ff6e6fec6010cf00e3f6818f1b1233ad913,2,2,2,2,2,2,2,2,2,2,2,2,3,1.5,1,1.5,NA,NA,NA,NA,ae10c3f9b42d02c862d223f8c9c27c7161722bd79b73e5894ef991063d6742eb,2025,2025,145,40,0-99,Female,United States,No,Full-Time,2,2,NA,4.5,1.5,public_transit
2025,2025,90,e98b404e2836bca62fdd682cafcbe3581ba3fe7ad56d4f968ae7bf2843211281,42.7086,-72.60310000000001,aac87b1d9f02e48da0b94297f1353bec2c0057d8ca6e15616562b9303d3aec69,2,2,1,2,2,1,1,1,2,2,2,5,6,1.5,6,1.5,NA,NA,NA,NA,f70e32cd5ec46d86b9fd76ee8f5a533bfe244e71205b51915cb73c2db4238346,2025,2025,248,39,700+,Female,United States,No,Full-Time,1.6,2.1666666666666665,solo_apprehension,9,9,NA
2025,2025,93,9d535518f5f8b7677aa0b6419e2b4a6df9e236cbd441edd66bdb82b3e6eea0fa,40.5103,-74.7953,bf717b718324d175a28000b02af82bcee0a92a5c8a79810cd3b568c7f10d1ca3,2,2,2,2,2,2,2,2,2,2,2,1,8,1.5,6,1.5,NA,NA,NA,NA,417b1fbb22bca163d790fa21da6488774a43b050fd88e8a2ed177d02cea76e28,2025,2025,116,23,100-199,Female,United States,Yes,Full-Time,2,1.8333333333333333,group_apprehension,12,9,public_transit
2025,2025,107,0db9343f6306b40a638dbabcdd0c610c5e9ba8f25b6c71fc60b1078b469e2706,38.642,-87.6614,d2af37fe6b096a9432f93581a6efd91214c2a8c619c9ec97e02e964e966643c3,1,1,1,2,1,4,2,2,2,2,2,1,3,1.5,3,1.5,NA,NA,NA,NA,7dc65a5159015413256b5a4e6c2279b7a3c34808edfbd8d1ddcbedf4dca18ded,2025,2025,116,38,700+,Female,United States,No,Full-Time,1.8,1.8333333333333333,solo_apprehension,4.5,4.5,NA
2025,2025,101,b356f795510cef659cbcde1c09ce563f8e81eaf09e7f4633342a534c53dcb593,43.3219,-83.0244,59dea5c3f2e3276aab6f50041b86f8e020c35d1c81db330d765202feb0dd6b4c,NA,5,1,1,2,1,2,1,2,1,NA,5,6,3.5,6,1.5,NA,NA,NA,NA,d9ba31cda2734b39d1ebc3acf161014eb6c46a1405112f12040d41b131e32cc6,2025,2025,131,28,200-299,Male,United States,Yes,Full-Time,2,2.2,solo_apprehension,21,9,public_transit
2025,2025,61,d82c27fccedaad8ac7606abd55674e019ee1d8e60026d704c39fcf740fa263df,39.8503,-75.8253,74cdd143e43b6f3acdefaab72f024f252daf345eea4ef641ec4418114fb420d0,3,3,3,3,4,3,4,2,3,3,2,4,3,3.5,6,5.5,NA,NA,NA,NA,3839d1d77bd132fc1c1306834c5e4c9a6b1535a4fc618602b7fa3117ffedfd65,2025,2025,117,32,100-199,Female,United States,DATA_EXPIRED,Full-Time,3,3,NA,10.5,33,rideshare
2025,2025,165,8b2aab2671fd48447585f0ceda69225e04532834db25654d756029247fadfc6f,33.415800000000004,-119.0493,ebab12e9878344fdc93a8c1cad27ff2f709e12b90f0496de3332f508f3b2b9c9,3,2,2,2,3,2,3,2,3,2,2,4,3,3.5,1,3.5,NA,NA,NA,NA,c4ab54135f26292de9faf6a1043ba0817e8c2fb29cd0500caaca3c58dc4ba08a,2025,2025,188,36,700+,Male,United States,Yes,Part-Time,2.2,2.6666666666666665,solo_apprehension,10.5,3.5,public_transit
2025,2025,98,5af3b9f112f114a24daff3203d8f508431e26272b2b1376312d6f02dc501431b,40.3603,-76.2653,101776c41cd2dbbac39a0721e0a6543cace6154f90cebb6f81fe9023487b2520,2,2,2,2,4,2,4,1,2,2,2,2,8,3.5,8,3.5,NA,NA,NA,NA,cc5e18ed341da8d7752516dc38582a48d7fa882e029aebc9ec73072bb2253dff,2025,2025,103,60,300-399,Female,United States,DATA_EXPIRED,Full-Time,2,2.1666666666666665,solo_apprehension,28,28,NA
2025,2025,104,a79d05252b77c5e62ee23ba8e9025070b5d1fde4a17aa265ad88f0612fc08c1d,41.3514,-75.8519,be2320c1076e2b66cb5cad7a6f8b704b80d4a32b864889e7791a0b35dda0dde0,1,1,2,1,2,1,4,3,2,2,2,2,1,1.5,0,1.5,NA,NA,NA,NA,a7162c32da7789433c35c321502b63ba3a50cbc8807bfc1912491799942ea908,2025,2025,127,34,500-599,Female,United States,No,Full-Time,1.2,2.5,solo_apprehension,1.5,0,public_transit
2025,2025,89,755ddef33648d9a652dec2ca6fc0f7793a67467af2f16cc88a13b7443cf43ced,42.2047,-76.5511,2ec6d46dd4fd933499847e83eb4d8322bca18d5440e8a5967652996718052950,2,2,1,2,3,2,3,2,1,2,3,1,0,1.5,0,1.5,NA,NA,NA,NA,f4a68544e785ea8ce216fd53379c1390c60459812441533f9d7d95a9d2d8956a,2025,2025,149,60,700+,Male,United States,No,Other,1.8,2,solo_apprehension,0,0,NA
2025,2025,106,a92307155683f2452d2b2c4e0fb5d67ecd0b025535f161103581e3de08b6b332,33.524100000000004,-85.0535,aaa6f524430a151ba1346063fefcec7823ad279947861eb5b31ce4da9889eb92,2,1,1,2,1,1,1,1,1,1,1,1,6,1.5,6,1.5,NA,NA,NA,NA,6c6f5ceb0a16d7879c3dabbc42e574ff4a2d9a4a5b80af5e33af7ed3f0725b30,2025,2025,131,37,700+,Male,United States,No,Other,1.4,1,group_apprehension,9,9,NA
2025,2025,143,f3bce1d55c72a56cb5ee44107e3945ff8289eb1b4df1298e63af48622a6a5934,41.2335,-87.9005,10411c7dda46b02f1668814bf8cd9b0170f92c9a06e017120a022e6bb09da73e,3,2,3,2,4,2,4,2,3,NA,1,4,1,3.5,3,1.5,NA,NA,NA,NA,2ec6ad32d3dbecbbaab6a40be0cea25ff8bf70f9e1dfe2ba9854918db5ca4bf4,2025,2025,160,24,200-299,Male,United States,No,Full-Time,2.4,2.8,solo_apprehension,3.5,4.5,rideshare
2025,2025,127,58e752ba9545ebf7add9b43d7205144f72539c818c76341f89611566ab07e717,37.761,-98.362,b9ad8be6896c5bf2e3e72e773516d1d7911573c33e92e9b20544cb4f9b4ff13a,3,2,4,2,4,3,3,3,3,3,3,3,8,3.5,8,1.5,NA,NA,NA,NA,badc26643122dcc9a04a2a4b60364509e6bec10512bed2e7b79b2a311bc579a0,2025,2025,175,23,100-199,Female,United States,Yes,Full-Time,2.8,3,solo_apprehension,28,12,public_transit
2025,2025,111,7175e198898c5f0ba68002abe5c33fb14796723e78011694518f55e665ed0953,33.8658,-118.2893,1bd40f32f179f589604b8c5ce7c98f245da1456225ba20692e14c9bc6a7124fb,2,1,2,1,2,2,2,2,2,1,2,2,3,1.5,3,1.5,NA,NA,NA,NA,0d6337be23b1d14bf87e043039e28e525c1bdcdfab4ab19aa14ccb8a0f3f30da,2025,2025,310,33,100-199,Male,United States,No,Full-Time,1.6,1.8333333333333333,solo_apprehension,4.5,4.5,NA
2025,2025,121,c86b7983a2d6da398320ac535e99499ae58f59842b0c4812b2d30598d203c5ca,52.1281,-0.9978,da338b6255829f37c0b15b3eb7305edf61ff79a55f4009646a21f15feee1f0e1,2,2,2,1,3,2,2,2,1,2,2,1,8,3.5,3,3.5,NA,NA,NA,NA,a37eb3ad1bc63179e145b5d580d7d8a117acb4c8a42c00bb7ae602ebd45cf184,2025,2025,142,29,300-399,Female,United Kingdom,No,Full-Time,1.8,1.6666666666666667,group_apprehension,28,10.5,public_transit
2025,2025,141,418b9b19f801ddd9d96933dc471ad4d0ada8c0894b4683bb2a472634c4d7b024,33.5088,-79.276,39c71c1496e7a0223fa78a11a39fb94c9bd542b60b9835bad6c71e04d8c985f5,1,1,1,1,1,1,1,1,1,1,1,1,6,3.5,6,3.5,NA,NA,NA,NA,68f926955a0ab32cd482d846485321d47448eadca9dfcd046d864098144e105a,2025,2025,154,28,100-199,Female,United States,No,Part-Time,1,1,NA,21,21,NA
2025,2025,122,97315bca01244ecf619ece520dac92f0577a5ed29b1153659215e7e671816fd6,36.2586,-86.5942,a6be4ac159b038e6b53160afc668852bcc6da4cca25de4bae3aab83cc483ef78,5,2,4,4,4,3,3,2,2,3,3,3,0,1.5,0,1.5,NA,NA,NA,NA,b633c5bc856fd5cba0299d212402348f72e80abfe333a3e12f10a9e00a09589e,2025,2025,158,43,500-599,Female,United States,No,Full-Time,3.6,2.6666666666666665,group_apprehension,0,0,NA
2025,2025,118,b151b31998a59390370fef3d23b5d5d9e074bbb66f284cd5c0cc5a197acf7984,39.990300000000005,-73.1614,b84da9244bc40253f8033bc91bb13f3c5081e69f45392c285bb267e08da2cc98,2,2,2,2,3,2,3,3,3,2,3,2,1,1.5,3,1.5,NA,NA,NA,NA,a26f9eee1440d0ecef8b6ad2b400950bd2fbc9340cd11716030a7a951822b034,2025,2025,142,29,0-99,Female,United States,No,Full-Time,2,2.6666666666666665,solo_apprehension,1.5,4.5,rideshare
2025,2025,142,514db03574f8c387122988c9a8e596ef9e25d92a13c897d17f396cefed619615,33.3897,-96.5622,653c90b7ddf25ea2f906f8b0191b3ad45defad3d7b12db0e62c5bdf01fd51dc2,1,1,2,2,2,1,2,1,2,1,1,2,6,1.5,3,1.5,NA,NA,NA,NA,d4b0f247d4553d2bfd9f2c179561134e609a46edeb087d6444b481be7d2d74e9,2025,2025,221,51,200-299,Female,United States,No,Full-Time,1.4,1.5,solo_apprehension,9,4.5,public_transit
2025,2025,72,ed36b71d4426c3cae4611b4182913a1a3152936b2aa619df2c1fc7c250261def,37.1881,-91.1624,721370b37fe5dcec328251fc066ada21bb9e17724420f9bc3392bce880fb2c32,2,5,1,5,4,5,4,4,4,4,4,4,0,1.5,0,1.5,NA,NA,NA,NA,66796ed5edc1611b87f10dce7db401e6ee19efc85bdf0cc62ac226cbd715a657,2025,2025,87,75,700+,Female,United States,No,Other,3.6,4,solo_apprehension,0,0,NA
2025,2025,159,023587bc883a8151b1a6825d136d01345055867652f9ffa1e2589f0ab5759ab1,46.8422,-122.4057,2ff0a9ce8058a553d54c6b0e76fd5c463e5e760eb77d9fb88139f815753a6bbf,1,1,2,2,2,1,3,5,2,1,1,1,3,1.5,3,1.5,NA,NA,NA,NA,af134e97938e00b394f2afe5550cd5c5bcfde03296ee7d17130d9b5f819e205c,2025,2025,193,53,200-299,Male,United States,Yes,Full-Time,1.4,2.1666666666666665,solo_apprehension,4.5,4.5,NA
2025,2025,166,8efaeab0fba6a577495871ee89578fbc1befa2ce41558da3f018b61755623b7f,39.8258,-74.9942,fed6f5638289a28859c9481746f14a0b397c7a7ec7233e1d48a7aecb3533a38f,1,1,1,1,1,2,2,2,2,2,2,4,3,1.5,1,1.5,NA,NA,NA,NA,5da89a1049f89c9ade40dcfbff4ce4173a4955cc5de735a52b4cc84e4dbf859d,2025,2025,176,32,700+,Male,United States,No,Full-Time,1.2,2.3333333333333335,solo_apprehension,4.5,1.5,public_transit
2025,2025,132,5ba8bbc2e68d610bf94bb9fdd2a8ac7d82746cd16abedc22e68826cfe0072581,37.4528,-77.61,8312fd61bd323a93df5b3fe6d112f157b7f2a8a5ebaa37269f811eb4f3a73a75,1,1,2,1,2,2,3,1,2,2,1,2,8,1.5,6,1.5,NA,NA,NA,NA,12c614b250cbe7206a87303d91d2419651b3dd3c974859bfa4bcf0476f73ac7d,2025,2025,190,37,700+,Female,United States,No,Full-Time,1.4,1.8333333333333333,solo_apprehension,12,9,public_transit
2025,2025,120,34a5398035f9a605a65ea72b017fc9c58c67925353963c1de2589339c127b455,37.690999999999995,-97.122,844eb500254d91c59c46b13b4e2c9bb9c2bd487a3dfea1240570cee252a1b229,2,2,4,2,4,4,4,4,2,2,4,1,3,3.5,6,5.5,NA,NA,NA,NA,0a4eca0dfe134b597ce53ac9b347282e639679048d9960f5673180b00393d460,2025,2025,170,24,100-199,Female,United States,No,Full-Time,2.8,2.8333333333333335,solo_apprehension,10.5,33,rideshare
2025,2025,157,61f0955481fb19b800e94ada517559ff0caf31f9106c9f1480911d60893e40b6,42.8213,-90.6123,d6b8f91f1ef8af43817f23dd88988f6e914ce0de8b386d748aa89d0434168f84,2,2,4,2,4,4,2,2,2,2,2,2,3,1.5,0,1.5,NA,NA,NA,NA,8a13e44bc1750da3cc6cd156136a9cf704e409574aeb6b578669e08c5fc75580,2025,2025,183,67,700+,Female,United States,No,Other,2.8,2,group_apprehension,4.5,0,public_transit
2025,2025,112,6aa544e2285ee7d60a7d16128750e002a49e67e4b2bc6e6d3046c92e2d1cdffa,27.9136,-80.5338,62faa876fdb62afd705635c6e391f5a93c242a1f6847b955507f5621bfea46cf,1,5,1,1,1,1,2,1,1,1,2,1,8,1.5,8,1.5,NA,NA,NA,NA,80879cc99c395d252b2e0a9caeacb72a3c9c92401346a95b6f2394f526e34d22,2025,2025,132,23,300-399,Female,United States,No,Full-Time,1.8,1.3333333333333333,group_apprehension,12,12,NA
2025,2025,116,ad69346b6070e33333f74e5bc194ef2e19be23c263cc4bdc4608146f095e61d7,25.4201,-79.73280000000001,7f46795118cb1b4298784da138d49291cb3d0a15280330dcc1c43cfae11585ff,3,2,3,2,2,2,3,1,1,1,2,1,3,1.5,1,1.5,NA,NA,NA,NA,445c9e90a689ceabd54de10f04b1681492300918bbdb4be6031e946b42f23357,2025,2025,281,39,700+,Male,United States,No,Full-Time,2.4,1.5,group_apprehension,4.5,1.5,public_transit
2025,2025,206,308b69c5c5bf60d403221bbd51129dffc48f89ac6c0cc932503c4b1988a03317,37.2317,-80.43339999999999,16de84084b9fa11f26ac309c29d6fe7e89d68a8c268edea598e0a1a1f84baf39,2,1,1,1,2,1,3,2,4,1,3,3,6,1.5,3,1.5,NA,NA,NA,NA,a17d650293726b3712dbbf17215346a7402b490b5d092793d361b0365bc826dc,2025,2025,209,64,100-199,Male,United States,No,Full-Time,1.2,2.6666666666666665,solo_apprehension,9,4.5,public_transit
2025,2025,191,69efa496fd8deae1315c28da7fa8d05788b020ee5a3fe64c9689328a7edf3688,33.3868,-80.2801,0fdc6e687766a7396a68cc21eb12884503ee2d031b7e1ab775849c700747fb74,1,1,2,2,2,1,2,2,2,1,2,2,8,1.5,6,1.5,NA,NA,NA,NA,b2215129e5556ff2bfa188313a75d8492019f1ded4c91443eb82b3b0dd352a02,2025,2025,213,33,300-399,Female,United States,No,Full-Time,1.4,1.8333333333333333,solo_apprehension,12,9,public_transit
2025,2025,186,3a857ba5bd0ca9804501e6ee7a27395fe89c30ab1539c259ff0db853d5623792,34.695800000000006,-117.5193,11a8acd6b682cba72759531d67320de19d6f671131ec26dae4f8c459caf26c97,1,1,3,1,2,3,2,2,2,2,3,1,3,1.5,3,1.5,NA,NA,NA,NA,e6f089e1c613869df5dbd4abe9b0d7995e9c479622e12ff86c7f4da2e0b082da,2025,2025,223,41,200-299,Female,United States,No,Full-Time,1.8,2,solo_apprehension,4.5,4.5,NA
2025,2025,194,4a4c8c76c893c57a32debabedcdb114ed4afc866ca3cc0baf8ad72506f1b1a79,42.1847,-82.1882,0689a39664b0e2e55ae5b5447565c2e80567e5c4b0394474c5d04975810725c6,2,2,2,2,2,2,2,2,2,1,2,2,1,1.5,1,1.5,NA,NA,NA,NA,230714f8d4663ea2ebc93ac64533e449bd4da5a8f2f6be8bd89a449b80dbfb2f,2025,2025,226,50,700+,Female,United States,No,Full-Time,2,1.8333333333333333,group_apprehension,1.5,1.5,NA
2025,2025,126,ec086c09c8882bb1d0250019bb1fa4b869a7551f3eb21a203329ff1ab5d13b25,56.7119,-3.2119,af444fbf978485752f02f6b2c60b0973747235bbc71a3e4331251a1250826863,2,2,2,2,2,2,2,2,2,2,2,2,3,1.5,0,NA,NA,NA,NA,NA,445b0cc1c03a322dce0ab855dbfc7f5eceebb2be641ae9ba90e841ee27e3e7ba,2025,2025,152,39,700+,Female,United Kingdom,No,Full-Time,2,2,NA,4.5,NA,NA
2025,2025,214,232ab341bdf5ceec416d7f4fb379ed3e23d9a71a41e9e1edb2ba05345fefae30,38.961,-74.3552,6b74f0ba4a90e5fb700c9806519f2192ae08ed9fb1b6c568540332fc0f32a96b,2,1,2,1,4,2,4,2,2,2,2,2,6,1.5,6,1.5,NA,NA,NA,NA,b768151133b85a351b06725e8e4eb410643893d31997ee903507d521de7136aa,2025,2025,264,23,500-599,Female,United States,Yes,Part-Time,1.6,2.3333333333333335,solo_apprehension,9,9,NA
2025,2025,186,ffbbeb51b6e92c0053a0f158fac0b9936f659c322c8dfb2502f4ac23408f3bc1,37.271,-98.032,860b4f42915964f37f735d818db9e76ac1b1e138647cfe1bb7f05f8997d4c114,4,2,4,2,4,2,4,2,4,2,2,4,6,1.5,1,5.5,NA,NA,NA,NA,8ae62409d547f6ef7a147382b490f8a1f432b379ed11c6155fb8ba7497ff44c0,2025,2025,215,46,100-199,Female,United States,No,Part-Time,2.8,3,solo_apprehension,9,5.5,public_transit
